Identifier,Name,Pitch,Set,Set number,Edition,Foiling,Treatment,Have,Want in trade,Want to buy,Extra for trade,Extra to sell
"showdown-red","Showdown","Red","Mastery Pack: Warrior","MPW126",,Rainbow,,,,,,
"showdown-yellow","Showdown","Yellow","Mastery Pack: Warrior","MPW127",,,,,,,,
"showdown-yellow","Showdown","Yellow","Mastery Pack: Warrior","MPW127",,Rainbow,,,,,,
"showdown-blue","Showdown","Blue","Mastery Pack: Warrior","MPW128",,,,,,,,
"showdown-blue","Showdown","Blue","Mastery Pack: Warrior","MPW128",,Rainbow,,,,,,
"shred-red","Shred","Red","Dynasty","DYN130",,,,2,,,0,
"shred-red","Shred","Red","Dynasty","DYN130",,Rainbow,,0,,,0,
"shred-red","Shred","Red","Tournament Pack","TNP013",,Cold,Full Art,,,,,
"shred-yellow","Shred","Yellow","Armory Deck: Arakni","AAC023",,,,,,,,
"shred-yellow","Shred","Yellow","Dynasty","DYN131",,,,3,,,0,
"shred-yellow","Shred","Yellow","Dynasty","DYN131",,Rainbow,,0,,,0,
"shred-yellow","Shred","Yellow","Tournament Pack","TNP014",,Cold,Full Art,,,,,
"shred-blue","Shred","Blue","Arakni Silver Age Deck","SAR032",,,,,,,,
"shred-blue","Shred","Blue","Armory Deck: Arakni","AAC029",,,,,,,,
"shred-blue","Shred","Blue","Arakni Hunted Blitz Deck","ARK025",,,,,,,,
"shred-blue","Shred","Blue","Dynasty","DYN132",,,,1,,,0,
"shred-blue","Shred","Blue","Dynasty","DYN132",,Rainbow,,0,,,0,
"shred-blue","Shred","Blue","Tournament Pack","TNP015",,Cold,Full Art,,,,,
"shriek-razors","Shriek Razors","","Bright Lights","EVO235",,Cold,,0,,,,
"shriek-razors","Shriek Razors","","Bright Lights","EVO235",,Rainbow,,0,,,,
"shriek-razors","Shriek Razors","","Promos","FAB168",,Gold,,,,,,
"shrill-of-skullform-red","Shrill of Skullform","Red","Viserai Silver Age Deck","SVI016",,,,,,,,
"shrill-of-skullform-red","Shrill of Skullform","Red","Everfest","EVR116",First,,,8,,,5,
"shrill-of-skullform-red","Shrill of Skullform","Red","Everfest","EVR116",First,Rainbow,,0,,,0,
"shrill-of-skullform-yellow","Shrill of Skullform","Yellow","Viserai Silver Age Deck","SVI024",,,,,,,,
"shrill-of-skullform-yellow","Shrill of Skullform","Yellow","Everfest","EVR117",First,,,7,,,5,
"shrill-of-skullform-yellow","Shrill of Skullform","Yellow","Everfest","EVR117",First,Rainbow,,1,,,0,
"shrill-of-skullform-blue","Shrill of Skullform","Blue","Viserai Silver Age Deck","SVI026",,,,,,,,
"shrill-of-skullform-blue","Shrill of Skullform","Blue","Everfest","EVR118",First,,,9,,,6,
"shrill-of-skullform-blue","Shrill of Skullform","Blue","Everfest","EVR118",First,Rainbow,,0,,,0,
"shroud-of-darkness","Shroud of Darkness","","Dusk till Dawn","DTD165",,,,4,,,3,
"shroud-of-darkness","Shroud of Darkness","","Dusk till Dawn","DTD165",,Cold,,0,,,0,
"shroud-of-the-fate-watcher","Shroud of the Fate Watcher","","Compendium of Rathe","PEN107",,,,1,,,0,
"shroud-of-the-fate-watcher","Shroud of the Fate Watcher","","Compendium of Rathe","PEN107",,Cold,,0,,,0,
"shuck-blue","Shuck","Blue","Mastery Pack: Warrior","MPW129",,,,,,,,
"shuck-blue","Shuck","Blue","Mastery Pack: Warrior","MPW129",,Rainbow,,,,,,
"shuck-blue","Shuck","Blue","Armory Deck Origins: Hala","AHA024",,,,,,,,
"sic-em-shot-red","Sic 'Em Shot","Red","High Seas","SEA117",,,,10,,,9,
"sic-em-shot-red","Sic 'Em Shot","Red","History Pack 1","1HP252",,,,6,,,6,
"sic-em-shot-red","Sic 'Em Shot","Red","Arcane Rising","ARC072",Unlimited,,,5,,,2,
"sic-em-shot-red","Sic 'Em Shot","Red","Arcane Rising","ARC072",Unlimited,Rainbow,,0,,,0,
"sic-em-shot-red","Sic 'Em Shot","Red","Arcane Rising","ARC072",First,,,,,,,
"sic-em-shot-red","Sic 'Em Shot","Red","Arcane Rising","ARC072",First,Rainbow,,,,,,
"sic-em-shot-red","Sic 'Em Shot","Red","Promos","LGS014",,,Extended Art,,,,,
"sic-em-shot-red","Sic 'Em Shot","Red","Promos","LGS035",,Rainbow,Extended Art,,,,,
"sic-em-shot-yellow","Sic 'Em Shot","Yellow","High Seas","SEA118",,,,4,,,3,
"sic-em-shot-yellow","Sic 'Em Shot","Yellow","History Pack 1","1HP253",,,,2,,,2,
"sic-em-shot-yellow","Sic 'Em Shot","Yellow","Arcane Rising","ARC073",Unlimited,,,5,,,2,
"sic-em-shot-yellow","Sic 'Em Shot","Yellow","Arcane Rising","ARC073",Unlimited,Rainbow,,0,,,0,
"sic-em-shot-yellow","Sic 'Em Shot","Yellow","Arcane Rising","ARC073",First,,,,,,,
"sic-em-shot-yellow","Sic 'Em Shot","Yellow","Arcane Rising","ARC073",First,Rainbow,,,,,,
"sic-em-shot-yellow","Sic 'Em Shot","Yellow","Promos","LGS036",,Rainbow,Extended Art,,,,,
"sic-em-shot-blue","Sic 'Em Shot","Blue","High Seas","SEA119",,,,13,,,12,
"sic-em-shot-blue","Sic 'Em Shot","Blue","History Pack 1","1HP254",,,,7,,,7,
"sic-em-shot-blue","Sic 'Em Shot","Blue","Arcane Rising","ARC074",Unlimited,,,4,,,1,
"sic-em-shot-blue","Sic 'Em Shot","Blue","Arcane Rising","ARC074",Unlimited,Rainbow,,0,,,0,
"sic-em-shot-blue","Sic 'Em Shot","Blue","Arcane Rising","ARC074",First,,,,,,,
"sic-em-shot-blue","Sic 'Em Shot","Blue","Arcane Rising","ARC074",First,Rainbow,,,,,,
"sic-em-shot-blue","Sic 'Em Shot","Blue","Promos","LGS037",,Rainbow,Extended Art,,,,,
"sift-red","Sift","Red","Uprising","UPR197",,,,3,,,0,
"sift-red","Sift","Red","Uprising","UPR197",,Rainbow,,0,,,0,
"sift-yellow","Sift","Yellow","Uprising","UPR198",,,,3,,,0,
"sift-yellow","Sift","Yellow","Uprising","UPR198",,Rainbow,,0,,,0,
"sift-blue","Sift","Blue","Uprising","UPR199",,,,2,,,0,
"sift-blue","Sift","Blue","Uprising","UPR199",,Rainbow,,1,,,0,
"sigil-of-aether-blue","Sigil of Aether","Blue","Rosetta","ROS168",,,,0,,,,
"sigil-of-aether-blue","Sigil of Aether","Blue","Rosetta","ROS168",,Cold,Full Art,0,,,,
"sigil-of-aether-blue","Sigil of Aether","Blue","Promos","LGS366",,Rainbow,Alternate Art,,,,,
"sigil-of-astral-flow-blue","Sigil of Astral Flow","Blue","Armory Deck: Zyggy","AZS028",,,,,,,,
"sigil-of-astral-flow-blue","Sigil of Astral Flow","Blue","Omens of the Third Age","OMN199",,,,4,,,1,
"sigil-of-astral-flow-blue","Sigil of Astral Flow","Blue","Omens of the Third Age","OMN199",,Cold,Alternate Art,,,,,
"sigil-of-brilliance-yellow","Sigil of Brilliance","Yellow","Rosetta","ROS022",,,,,,,,
"sigil-of-brilliance-yellow","Sigil of Brilliance","Yellow","Rosetta","ROS022",,Cold,Alternate Art,,,,,
"sigil-of-brilliance-yellow","Sigil of Brilliance","Yellow","Promos","FAB270",,Rainbow,Alternate Art,,,,,
"sigil-of-conductivity-blue","Sigil of Conductivity","Blue","Rosetta","ROS088",,,,3,,,0,
"sigil-of-conductivity-blue","Sigil of Conductivity","Blue","Rosetta","ROS088",,Cold,Full Art,0,,,0,
"sigil-of-conductivity-blue","Sigil of Conductivity","Blue","Oscilio Blitz Deck","OSC024",,,,,,,,
"sigil-of-conductivity-blue","Sigil of Conductivity","Blue","Promos","LGS324",,Rainbow,Alternate Art,,,,,
"sigil-of-cycles-blue","Sigil of Cycles","Blue","Rosetta","ROS226",,,,3,,,0,
"sigil-of-cycles-blue","Sigil of Cycles","Blue","Rosetta","ROS226",,Cold,Full Art,0,,,0,
"sigil-of-cycles-blue","Sigil of Cycles","Blue","Promos","LGS329",,Rainbow,Alternate Art,,,,,
"sigil-of-deadwood-blue","Sigil of Deadwood","Blue","Rosetta","ROS161",,,,5,,,2,
"sigil-of-deadwood-blue","Sigil of Deadwood","Blue","Rosetta","ROS161",,Cold,Full Art,0,,,0,
"sigil-of-deadwood-blue","Sigil of Deadwood","Blue","Aurora Blitz Deck","AUA025",,,,,,,,
"sigil-of-deadwood-blue","Sigil of Deadwood","Blue","Promos","LGS326",,Rainbow,Alternate Art,,,,,
"sigil-of-earth-blue","Sigil of Earth","Blue","Armory Deck Origins: Jarl","AJV022",,,,,,,,
"sigil-of-earth-blue","Sigil of Earth","Blue","Rosetta","ROS070",,,,5,,,2,
"sigil-of-earth-blue","Sigil of Earth","Blue","Rosetta","ROS070",,Cold,Full Art,0,,,0,
"sigil-of-earth-blue","Sigil of Earth","Blue","Promos","LGS310",,Rainbow,Alternate Art,,,,,
"sigil-of-fate","Sigil of Fate","","Compendium of Rathe","PEN120",,,,1,,,0,
"sigil-of-fate","Sigil of Fate","","Promos","FAB402",,Cold,Alternate Art,,,,,
"sigil-of-forethought-blue","Sigil of Forethought","Blue","Rosetta","ROS210",,,,11,,,8,
"sigil-of-forethought-blue","Sigil of Forethought","Blue","Rosetta","ROS210",,Cold,Full Art,0,,,0,
"sigil-of-forethought-blue","Sigil of Forethought","Blue","Oscilio Blitz Deck","OSC025",,,,,,,,
"sigil-of-forethought-blue","Sigil of Forethought","Blue","Promos","LGS327",,Rainbow,Alternate Art,,,,,
"sigil-of-fyendal-blue","Sigil of Fyendal","Blue","Rosetta","ROS230",,,,5,,,2,
"sigil-of-fyendal-blue","Sigil of Fyendal","Blue","Rosetta","ROS230",,Cold,Full Art,0,,,0,
"sigil-of-fyendal-blue","Sigil of Fyendal","Blue","Verdance Blitz Deck","VER026",,,,,,,,
"sigil-of-fyendal-blue","Sigil of Fyendal","Blue","Promos","LGS330",,Rainbow,Alternate Art,,,,,
"sigil-of-gravespawning-blue","Sigil of Gravespawning","Blue","Compendium of Rathe","PEN098",,,,0,,,,
"sigil-of-gravespawning-blue","Sigil of Gravespawning","Blue","Compendium of Rathe","PEN098",,Cold,Alternate Art,,,,,
"sigil-of-lightning-blue","Sigil of Lightning","Blue","Omens of the Third Age","OMN200",,,,4,,,1,
"sigil-of-lightning-blue","Sigil of Lightning","Blue","Rosetta","ROS113",,,,13,,,10,
"sigil-of-lightning-blue","Sigil of Lightning","Blue","Rosetta","ROS113",,Cold,Full Art,0,,,0,
"sigil-of-lightning-blue","Sigil of Lightning","Blue","Oscilio Blitz Deck","OSC026",,,,,,,,
"sigil-of-lightning-blue","Sigil of Lightning","Blue","Aurora Blitz Deck","AUA026",,,,,,,,
"sigil-of-lightning-blue","Sigil of Lightning","Blue","Promos","LGS311",,Rainbow,Alternate Art,,,,,
"sigil-of-parapets-blue","Sigil of Parapets","Blue","Everfest","EVR122",First,,,3,,,0,
"sigil-of-parapets-blue","Sigil of Parapets","Blue","Everfest","EVR122",First,Rainbow,,0,,,0,
"sigil-of-permafrost-red","Sigil of Permafrost","Red","Uprising","UPR106",,,,2,,,0,
"sigil-of-permafrost-red","Sigil of Permafrost","Red","Uprising","UPR106",,Rainbow,,1,,,0,
"sigil-of-permafrost-yellow","Sigil of Permafrost","Yellow","Uprising","UPR107",,,,3,,,0,
"sigil-of-permafrost-yellow","Sigil of Permafrost","Yellow","Uprising","UPR107",,Rainbow,,0,,,0,
"sigil-of-permafrost-blue","Sigil of Permafrost","Blue","Uprising","UPR108",,,,3,,,0,
"sigil-of-permafrost-blue","Sigil of Permafrost","Blue","Uprising","UPR108",,Rainbow,,0,,,0,
"sigil-of-protection-red","Sigil of Protection","Red","Uprising","UPR218",,,,7,,,4,
"sigil-of-protection-red","Sigil of Protection","Red","Uprising","UPR218",,Rainbow,,0,,,0,
"sigil-of-protection-yellow","Sigil of Protection","Yellow","Uprising","UPR219",,,,7,,,5,
"sigil-of-protection-yellow","Sigil of Protection","Yellow","Uprising","UPR219",,Rainbow,,1,,,0,
"sigil-of-protection-blue","Sigil of Protection","Blue","Uprising","UPR220",,,,6,,,4,
"sigil-of-protection-blue","Sigil of Protection","Blue","Uprising","UPR220",,Rainbow,,1,,,0,
"sigil-of-sanctuary-blue","Sigil of Sanctuary","Blue","Rosetta","ROS045",,,,3,,,0,
"sigil-of-sanctuary-blue","Sigil of Sanctuary","Blue","Rosetta","ROS045",,Cold,Full Art,0,,,0,
"sigil-of-sanctuary-blue","Sigil of Sanctuary","Blue","Florian Blitz Deck","FLR026",,,,,,,,
"sigil-of-sanctuary-blue","Sigil of Sanctuary","Blue","Promos","LGS323",,Rainbow,Alternate Art,,,,,
"sigil-of-shelter-yellow","Sigil of Shelter","Yellow","1st Strike: Terra","TER020",,,,,,,,
"sigil-of-shelter-blue","Sigil of Shelter","Blue","1st Strike: Terra","TER026",,,,,,,,
"sigil-of-silphidae-blue","Sigil of Silphidae","Blue","Viserai Silver Age Deck","SVI032",,,,,,,,
"sigil-of-silphidae-blue","Sigil of Silphidae","Blue","Compendium of Rathe","PEN099",,,,0,,,,
"sigil-of-silphidae-blue","Sigil of Silphidae","Blue","Compendium of Rathe","PEN099",,Cold,Alternate Art,,,,,
"sigil-of-solace-red","Sigil of Solace","Red","The Hunted","HNT231",,,,3,,,2,
"sigil-of-solace-red","Sigil of Solace","Red","Round the Table: TCC x LSS","TCC059",,,,,,,,
"sigil-of-solace-red","Sigil of Solace","Red","Dromai Blitz Deck","DRO026",,,,,,,,
"sigil-of-solace-red","Sigil of Solace","Red","History Pack 1","1HP387",,,,2,,,2,
"sigil-of-solace-red","Sigil of Solace","Red","Welcome to Rathe","WTR173",Unlimited,,,4,,,1,
"sigil-of-solace-red","Sigil of Solace","Red","Welcome to Rathe","WTR173",Unlimited,Rainbow,,0,,,0,
"sigil-of-solace-red","Sigil of Solace","Red","Welcome to Rathe","WTR173",Alpha,,,,,,,
"sigil-of-solace-red","Sigil of Solace","Red","Welcome to Rathe","WTR173",Alpha,Rainbow,,,,,,
"sigil-of-solace-red","Sigil of Solace","Red","Promos","ANQ036",,,Alternate Border,,,,,
"sigil-of-solace-red","Sigil of Solace","Red","Promos","FAB136",,,Alternate Art,,,,,
"sigil-of-solace-red","Sigil of Solace","Red","Promos","FAB178",,Rainbow,Alternate Art,,,,,
"sigil-of-solace-yellow","Sigil of Solace","Yellow","History Pack 1","1HP388",,,,1,,,0,
"sigil-of-solace-yellow","Sigil of Solace","Yellow","Welcome to Rathe","WTR174",Unlimited,,,3,,,0,
"sigil-of-solace-yellow","Sigil of Solace","Yellow","Welcome to Rathe","WTR174",Unlimited,Rainbow,,0,,,0,
"sigil-of-solace-yellow","Sigil of Solace","Yellow","Welcome to Rathe","WTR174",Alpha,,,,,,,
"sigil-of-solace-yellow","Sigil of Solace","Yellow","Welcome to Rathe","WTR174",Alpha,Rainbow,,,,,,
"sigil-of-solace-blue","Sigil of Solace","Blue","Classic Battles: Rhinar vs Dorinthea","DVR025",,,,,,,,
"sigil-of-solace-blue","Sigil of Solace","Blue","History Pack 1","1HP389",,,,2,,,1,
"sigil-of-solace-blue","Sigil of Solace","Blue","Welcome to Rathe","WTR175",Unlimited,,,3,,,0,
"sigil-of-solace-blue","Sigil of Solace","Blue","Welcome to Rathe","WTR175",Unlimited,Rainbow,,0,,,0,
"sigil-of-solace-blue","Sigil of Solace","Blue","Welcome to Rathe","WTR175",Alpha,,,,,,,
"sigil-of-solace-blue","Sigil of Solace","Blue","Welcome to Rathe","WTR175",Alpha,Rainbow,,,,,,
"sigil-of-solace-blue","Sigil of Solace","Blue","Katsu Hero Deck","KSU030",,,,,,,,
"sigil-of-solace-blue","Sigil of Solace","Blue","Rhinar Hero Deck","RNR030",,,,,,,,
"sigil-of-solace-blue","Sigil of Solace","Blue","Dorinthea Hero Deck","TEA029",,,,,,,,
"sigil-of-solitude-red","Sigil of Solitude","Red","Part the Mistveil","MST143",,,,10,,,7,
"sigil-of-solitude-red","Sigil of Solitude","Red","Part the Mistveil","MST143",,Rainbow,,0,,,0,
"sigil-of-solitude-yellow","Sigil of Solitude","Yellow","Part the Mistveil","MST144",,,,7,,,5,
"sigil-of-solitude-yellow","Sigil of Solitude","Yellow","Part the Mistveil","MST144",,Rainbow,,1,,,0,
"sigil-of-solitude-blue","Sigil of Solitude","Blue","Part the Mistveil","MST145",,,,11,,,9,
"sigil-of-solitude-blue","Sigil of Solitude","Blue","Part the Mistveil","MST145",,Rainbow,,1,,,0,
"sigil-of-suffering-red","Sigil of Suffering","Red","Briar Silver Age Deck","SBA023",,,,,,,,
"sigil-of-suffering-red","Sigil of Suffering","Red","Viserai Silver Age Deck","SVI019",,,,,,,,
"sigil-of-suffering-red","Sigil of Suffering","Red","Tales of Aria","ELE227",Unlimited,,,3,,,0,
"sigil-of-suffering-red","Sigil of Suffering","Red","Tales of Aria","ELE227",Unlimited,Rainbow,,0,,,0,
"sigil-of-suffering-red","Sigil of Suffering","Red","Tales of Aria","ELE227",First,,,,,,,
"sigil-of-suffering-red","Sigil of Suffering","Red","Tales of Aria","ELE227",First,Rainbow,,,,,,
"sigil-of-suffering-yellow","Sigil of Suffering","Yellow","Tales of Aria","ELE228",Unlimited,,,3,,,0,
"sigil-of-suffering-yellow","Sigil of Suffering","Yellow","Tales of Aria","ELE228",Unlimited,Rainbow,,0,,,0,
"sigil-of-suffering-yellow","Sigil of Suffering","Yellow","Tales of Aria","ELE228",First,,,,,,,
"sigil-of-suffering-yellow","Sigil of Suffering","Yellow","Tales of Aria","ELE228",First,Rainbow,,,,,,
"sigil-of-suffering-blue","Sigil of Suffering","Blue","Tales of Aria","ELE229",Unlimited,,,2,,,0,
"sigil-of-suffering-blue","Sigil of Suffering","Blue","Tales of Aria","ELE229",Unlimited,Rainbow,,1,,,0,
"sigil-of-suffering-blue","Sigil of Suffering","Blue","Tales of Aria","ELE229",First,,,,,,,
"sigil-of-suffering-blue","Sigil of Suffering","Blue","Tales of Aria","ELE229",First,Rainbow,,,,,,
"sigil-of-temporal-manipulation-blue","Sigil of Temporal Manipulation","Blue","Rosetta","ROS182",,,,3,,,0,
"sigil-of-temporal-manipulation-blue","Sigil of Temporal Manipulation","Blue","Rosetta","ROS182",,Cold,Full Art,0,,,0,
"sigil-of-temporal-manipulation-blue","Sigil of Temporal Manipulation","Blue","Promos","LGS328",,Rainbow,Alternate Art,,,,,
"sigil-of-the-arknight-blue","Sigil of the Arknight","Blue","Armory Deck Legends: Viserai","AVS028",,,,,,,,
"sigil-of-the-arknight-blue","Sigil of the Arknight","Blue","Rosetta","ROS133",,,,3,,,0,
"sigil-of-the-arknight-blue","Sigil of the Arknight","Blue","Rosetta","ROS133",,Cold,Full Art,0,,,0,
"sigil-of-the-arknight-blue","Sigil of the Arknight","Blue","Promos","LGS325",,Rainbow,Alternate Art,,,,,
"sigil-of-voltaris-blue","Sigil of Voltaris","Blue","Compendium of Rathe","PEN237",,,,3,,,0,
"sigil-of-voltaris-blue","Sigil of Voltaris","Blue","Compendium of Rathe","PEN237",,Rainbow,,0,,,0,
"signal-jammer-blue","Signal Jammer","Blue","Everfest","EVR071",First,,,1,,,0,
"signal-jammer-blue","Signal Jammer","Blue","Everfest","EVR071",First,Rainbow,,1,,,0,
"silent-stilettos","Silent Stilettos","","Prism Silver Age Deck","SAT010",,,,,,,,
"silent-stilettos","Silent Stilettos","","Enigma Silver Age Deck","SEN009",,,,,,,,
"silent-stilettos","Silent Stilettos","","Uprising","UPR152",,,,6,,,6,
"silent-stilettos","Silent Stilettos","","Uprising","UPR152",,Cold,,1,,,0,
"silent-stilettos","Silent Stilettos","","Uprising","UPR152",,Rainbow,,0,,,0,
"silken-form","Silken Form","","Uprising","UPR004",,,,7,,,7,
"silken-form","Silken Form","","Uprising","UPR004",,Rainbow,,1,,,0,
"silken-form","Silken Form","","Uprising","UPR004",,Cold,Alternate Text,,,,,
"silken-form","Silken Form","","Dromai Blitz Deck","DRO007",,,,,,,,
"silken-form","Silken Form","","Promos","FAB151",,Gold,,,,,,
"silken-gi","Silken Gi","","Outsiders","OUT179",,,,5,,,5,
"silken-gi","Silken Gi","","Outsiders","OUT179",,Cold,,0,,,0,
"silken-gi","Silken Gi","","Outsiders","OUT179",,Rainbow,,1,,,0,
"silken-gi","Silken Gi","","Benji Blitz Deck","BEN004",,,,,,,,
"silken-shawl","Silken Shawl","","Compendium of Rathe","PEN124",,,,2,,,1,
"silken-shawl","Silken Shawl","","Compendium of Rathe","PEN124",,Cold,,0,,,0,
"silken-shroud","Silken Shroud","","Compendium of Rathe","PEN123",,,,1,,,0,
"silken-shroud","Silken Shroud","","Compendium of Rathe","PEN123",,Cold,,0,,,0,
"silken-slippers","Silken Slippers","","Compendium of Rathe","PEN126",,,,1,,,1,
"silken-slippers","Silken Slippers","","Compendium of Rathe","PEN126",,Cold,,1,,,0,
"silken-symphony","Silken Symphony","","Compendium of Rathe","PEN125",,,,1,,,0,
"silken-symphony","Silken Symphony","","Compendium of Rathe","PEN125",,Cold,,0,,,0,
"silver","Silver","","Arakni Hunted Blitz Deck","ARK027",,,,,,,,
"silver","Silver","","Dynasty","DYN245",,,,3,,,2,
"silver","Silver","","Everfest","EVR195",First,,,3,,,2,
"silver","Silver","","Everfest","EVR195",First,Rainbow,,0,,,0,
"silver","Silver","","Promos","FAB056",,Cold,,,,,,
"silver-palms","Silver Palms","","Everfest","EVR086",First,Cold,,0,,,,
"silver-palms","Silver Palms","","Promos","FAB077",,Gold,,,,,,
"silver-talons-red","Silver Talons","Red","The Hunted","HNT080",,,,4,,,2,
"silver-talons-red","Silver Talons","Red","The Hunted","HNT080",,Rainbow,,1,,,0,
"silver-talons-red","Silver Talons","Red","Cindra Blitz Deck","CIN019",,,,,,,,
"silver-talons-yellow","Silver Talons","Yellow","The Hunted","HNT081",,,,3,,,1,
"silver-talons-yellow","Silver Talons","Yellow","The Hunted","HNT081",,Rainbow,,1,,,0,
"silver-talons-blue","Silver Talons","Blue","The Hunted","HNT082",,,,5,,,2,
"silver-talons-blue","Silver Talons","Blue","The Hunted","HNT082",,Rainbow,,0,,,0,
"silver-talons-blue","Silver Talons","Blue","Cindra Blitz Deck","CIN025",,,,,,,,
"silver-the-tip-red","Silver the Tip","Red","Arcane Rising","ARC051",Unlimited,,,3,,,0,
"silver-the-tip-red","Silver the Tip","Red","Arcane Rising","ARC051",Unlimited,Rainbow,,0,,,0,
"silver-the-tip-red","Silver the Tip","Red","Arcane Rising","ARC051",First,,,,,,,
"silver-the-tip-red","Silver the Tip","Red","Arcane Rising","ARC051",First,Rainbow,,,,,,
"silver-the-tip-yellow","Silver the Tip","Yellow","Arcane Rising","ARC052",Unlimited,,,3,,,0,
"silver-the-tip-yellow","Silver the Tip","Yellow","Arcane Rising","ARC052",Unlimited,Rainbow,,0,,,0,
"silver-the-tip-yellow","Silver the Tip","Yellow","Arcane Rising","ARC052",First,,,,,,,
"silver-the-tip-yellow","Silver the Tip","Yellow","Arcane Rising","ARC052",First,Rainbow,,,,,,
"silver-the-tip-blue","Silver the Tip","Blue","Arcane Rising","ARC053",Unlimited,,,3,,,0,
"silver-the-tip-blue","Silver the Tip","Blue","Arcane Rising","ARC053",Unlimited,Rainbow,,0,,,0,
"silver-the-tip-blue","Silver the Tip","Blue","Arcane Rising","ARC053",First,,,,,,,
"silver-the-tip-blue","Silver the Tip","Blue","Arcane Rising","ARC053",First,Rainbow,,,,,,
"silverdrop-downpour-red","Silverdrop Downpour","Red","Mastery Pack: Warrior","MPW086",,,,,,,,
"silverdrop-downpour-red","Silverdrop Downpour","Red","Mastery Pack: Warrior","MPW086",,Rainbow,,,,,,
"silverdrop-downpour-red","Silverdrop Downpour","Red","Armory Deck Origins: Hala","AHA010",,,,,,,,
"silverdrop-downpour-yellow","Silverdrop Downpour","Yellow","Mastery Pack: Warrior","MPW087",,,,,,,,
